,gene_symbol,gene_id
11002,PCSK2,ENSG00000125851.10
11003,PCSK4,ENSG00000115257.15
11004,PCSK5,ENSG00000099139.14
11005,PCSK6,ENSG00000140479.18
11006,PCSK7,ENSG00000160613.14
11007,PCSK9,ENSG00000169174.11
11008,PCTP,ENSG00000141179.14
11009,PCYOX1,ENSG00000116005.12
11010,PCYOX1L,ENSG00000145882.11
11011,PCYT1A,ENSG00000161217.12
11012,PCYT1B,ENSG00000102230.14
11013,PCYT2,ENSG00000185813.11
11014,PDAP1,ENSG00000106244.13
11015,PDCD1,ENSG00000188389.11
11016,PDCD10,ENSG00000114209.15
11017,PDCD11,ENSG00000148843.15
11018,PDCD1LG2,ENSG00000197646.8
11019,PDCD2,ENSG00000071994.11
11020,PDCD2L,ENSG00000126249.8
11021,PDCD4,ENSG00000150593.18
11022,PDCD4-AS1,ENSG00000203497.2
11023,PDCD5,ENSG00000105185.12
11024,PDCD6,ENSG00000249915.8
11025,PDCD6IP,ENSG00000170248.15
11026,PDCD7,ENSG00000090470.15
11027,PDCL,ENSG00000136940.14
11028,PDCL2,ENSG00000163440.12
11029,PDCL3,ENSG00000115539.14
11030,PDE10A,ENSG00000112541.18
11031,PDE11A,ENSG00000128655.18
11033,PDE12,ENSG00000174840.9
11034,PDE1A,ENSG00000115252.18
11035,PDE1B,ENSG00000123360.12
11036,PDE1C,ENSG00000154678.18
11037,PDE2A,ENSG00000186642.16
11038,PDE3A,ENSG00000172572.7
11039,PDE3B,ENSG00000152270.9
11040,PDE4A,ENSG00000065989.16
11041,PDE4B,ENSG00000184588.18
11042,PDE4C,ENSG00000105650.22
11043,PDE4D,ENSG00000113448.19
11044,PDE4DIP,ENSG00000178104.19
11045,PDE5A,ENSG00000138735.16
11046,PDE6A,ENSG00000132915.11
11047,PDE6B,ENSG00000133256.13
11048,PDE6D,ENSG00000156973.14
11049,PDE6G,ENSG00000185527.12
11050,PDE6H,ENSG00000139053.3
11051,PDE7A,ENSG00000205268.11
11052,PDE7B,ENSG00000171408.14
11053,PDE8A,ENSG00000073417.15
11054,PDE8B,ENSG00000113231.14
11055,PDE9A,ENSG00000160191.18
11056,PDF,ENSG00000258429.2
11057,PDGFA,ENSG00000197461.13
11058,PDGFB,ENSG00000100311.17
11059,PDGFC,ENSG00000145431.11
11060,PDGFD,ENSG00000170962.13
11061,PDGFRA,ENSG00000134853.12
11062,PDGFRB,ENSG00000113721.14
11063,PDGFRL,ENSG00000104213.13
11064,PDHA1,ENSG00000131828.14
11065,PDHB,ENSG00000168291.13
11066,PDHX,ENSG00000110435.13
11067,PDIA2,ENSG00000185615.16
11068,PDIA3,ENSG00000167004.13
11069,PDIA4,ENSG00000155660.11
11070,PDIA5,ENSG00000065485.20
11071,PDIA6,ENSG00000143870.13
11072,PDIK1L,ENSG00000175087.10
11073,PDK1,ENSG00000152256.14
11074,PDK2,ENSG00000005882.12
11075,PDK3,ENSG00000067992.16
11076,PDK4,ENSG00000004799.8
11077,PDLIM1,ENSG00000107438.9
11078,PDLIM2,ENSG00000120913.23
11079,PDLIM3,ENSG00000154553.16
11080,PDLIM4,ENSG00000131435.13
11081,PDLIM5,ENSG00000163110.15
11082,PDLIM7,ENSG00000196923.14
11083,PDP1,ENSG00000164951.16
11084,PDP2,ENSG00000172840.7
11085,PDPK1,ENSG00000140992.19
11086,PDPN,ENSG00000162493.17
11087,PDPR,ENSG00000090857.14
11088,PDRG1,ENSG00000088356.6
11089,PDS5A,ENSG00000121892.15
11090,PDS5B,ENSG00000083642.19
11091,PDSS1,ENSG00000148459.16
11092,PDSS2,ENSG00000164494.12
11093,PDXDC1,ENSG00000179889.19
11094,PDXK,ENSG00000160209.19
11095,PDZD11,ENSG00000120509.11
11096,PDZD2,ENSG00000133401.16
11097,PDZD3,ENSG00000172367.16
11098,PDZD4,ENSG00000067840.13
11099,PDZD7,ENSG00000186862.20
11100,PDZD8,ENSG00000165650.12
11101,PDZK1,ENSG00000174827.14
11102,PDZK1IP1,ENSG00000162366.8
11103,PDZRN3,ENSG00000121440.15
11104,PDZRN4,ENSG00000165966.16
11105,PEA15,ENSG00000162734.13
11106,PEAK1,ENSG00000173517.11
11107,PEAK3,ENSG00000188305.6
11108,PEAR1,ENSG00000187800.14
11109,PEBP1,ENSG00000089220.5
11110,PEBP4,ENSG00000134020.8
11111,PECAM1,ENSG00000261371.6
11112,PECR,ENSG00000115425.14
11113,PEDS1,ENSG00000240849.11
11114,PEF1,ENSG00000162517.13
11115,PEG10,ENSG00000242265.6
11116,PEG3,ENSG00000198300.14
11117,PELATON,ENSG00000224397.7
11118,PELI1,ENSG00000197329.12
11119,PELI2,ENSG00000139946.10
11120,PELI3,ENSG00000174516.15
11121,PELO,ENSG00000152684.11
11122,PELP1,ENSG00000141456.16
11123,PEMT,ENSG00000133027.18
11124,PENK,ENSG00000181195.11
11125,PEPD,ENSG00000124299.15
11126,PER1,ENSG00000179094.16
11127,PER2,ENSG00000132326.12
11128,PER3,ENSG00000049246.15
11129,PERM1,ENSG00000187642.9
11130,PERP,ENSG00000112378.12
11131,PES1,ENSG00000100029.18
11132,PET100,ENSG00000229833.10
11133,PET117,ENSG00000232838.4
11134,PEX1,ENSG00000127980.16
11135,PEX10,ENSG00000157911.11
11136,PEX11A,ENSG00000166821.9
11137,PEX11B,ENSG00000131779.11
11138,PEX11G,ENSG00000104883.8
11139,PEX12,ENSG00000108733.11
11140,PEX13,ENSG00000162928.9
11141,PEX14,ENSG00000142655.13
11142,PEX16,ENSG00000121680.16
11143,PEX19,ENSG00000162735.19
11144,PEX2,ENSG00000164751.15
11145,PEX26,ENSG00000215193.14
11146,PEX3,ENSG00000034693.15
11147,PEX5,ENSG00000139197.11
11148,PEX5L,ENSG00000114757.19
11149,PEX6,ENSG00000124587.14
11150,PEX7,ENSG00000112357.14
11151,PF4,ENSG00000163737.4
11152,PF4V1,ENSG00000109272.4
11153,PFAS,ENSG00000178921.14
11154,PFDN1,ENSG00000113068.10
11155,PFDN2,ENSG00000143256.5
11156,PFDN4,ENSG00000101132.10
11157,PFDN5,ENSG00000123349.15
11158,PFDN6,ENSG00000204220.12
11159,PFKFB1,ENSG00000158571.11
11160,PFKFB2,ENSG00000123836.15
11161,PFKFB3,ENSG00000170525.21
11162,PFKFB4,ENSG00000114268.12
11163,PFKL,ENSG00000141959.17
11164,PFKM,ENSG00000152556.17
11165,PFKP,ENSG00000067057.18
11166,PFN1,ENSG00000108518.8
11167,PFN2,ENSG00000070087.14
11168,PFN4,ENSG00000176732.7
11169,PGA5,ENSG00000256713.8
11170,PGAM1,ENSG00000171314.9
11171,PGAM2,ENSG00000164708.6
11172,PGAM5,ENSG00000247077.7
11173,PGAP1,ENSG00000197121.15
11174,PGAP2,ENSG00000148985.20
11175,PGAP3,ENSG00000161395.14
11176,PGAP6,ENSG00000129925.11
11177,PGBD1,ENSG00000137338.6
11178,PGBD2,ENSG00000185220.12
11179,PGBD4,ENSG00000182405.6
11180,PGBD5,ENSG00000177614.11
11181,PGC,ENSG00000096088.16
11182,PGD,ENSG00000142657.21
11183,PGF,ENSG00000119630.14
11184,PGGHG,ENSG00000142102.16
11185,PGGT1B,ENSG00000164219.10
11186,PGK1,ENSG00000102144.15
11187,PGLS,ENSG00000130313.7
11188,PGLYRP2,ENSG00000161031.13
11189,PGLYRP4,ENSG00000163218.15
11190,PGM1,ENSG00000079739.17
11191,PGM2,ENSG00000169299.14
11192,PGM2L1,ENSG00000165434.8
11193,PGM3,ENSG00000013375.16
11194,PGM5,ENSG00000154330.13
11195,PGM5-AS1,ENSG00000224958.6
11196,PGM5P3-AS1,ENSG00000277631.5
11197,PGM5P4-AS1,ENSG00000231943.9
11198,PGP,ENSG00000184207.9
11199,PGPEP1,ENSG00000130517.14
11200,PGR,ENSG00000082175.15
11201,PGRMC1,ENSG00000101856.10
11202,PGRMC2,ENSG00000164040.18
11203,PGS1,ENSG00000087157.19
11204,PHACTR1,ENSG00000112137.18
11205,PHACTR2,ENSG00000112419.14
11206,PHACTR3,ENSG00000087495.17
11207,PHACTR4,ENSG00000204138.13
11208,PHAF1,ENSG00000125149
11209,PHAX,ENSG00000164902.14
11210,PHB,ENSG00000167085.13
11211,PHB2,ENSG00000215021.10
11212,PHC1,ENSG00000111752.11
11213,PHC2,ENSG00000134686.19
11214,PHC3,ENSG00000173889.16
11215,PHETA1,ENSG00000198324.14
11216,PHETA2,ENSG00000177096.9
11217,PHEX,ENSG00000102174.10
11218,PHF1,ENSG00000112511.18
11219,PHF10,ENSG00000130024.15
11220,PHF11,ENSG00000136147.18
11221,PHF12,ENSG00000109118.14
11222,PHF13,ENSG00000116273.6
11223,PHF14,ENSG00000106443.17
11224,PHF19,ENSG00000119403.15
11225,PHF2,ENSG00000197724.11
11226,PHF20,ENSG00000025293.17
11227,PHF20L1,ENSG00000129292.21
11228,PHF21A,ENSG00000135365.16
11229,PHF21B,ENSG00000056487.16
11230,PHF23,ENSG00000040633.13
11231,PHF24,ENSG00000122733.12
11232,PHF3,ENSG00000118482.12
11233,PHF5A,ENSG00000100410.8
11234,PHF6,ENSG00000156531.17
11235,PHF7,ENSG00000010318.21
11236,PHF8,ENSG00000172943.20
11237,PHGDH,ENSG00000092621.13
11238,PHIP,ENSG00000146247.14
11239,PHKA1,ENSG00000067177.15
11240,PHKA2,ENSG00000044446.12
11241,PHKA2-AS1,ENSG00000237836.6
11242,PHKB,ENSG00000102893.16
11243,PHKG1,ENSG00000164776.10
11244,PHKG2,ENSG00000156873.16
11245,PHLDA1,ENSG00000139289.14
11246,PHLDA2,ENSG00000181649.8
11247,PHLDA3,ENSG00000174307.7
11248,PHLDB1,ENSG00000019144.19
11249,PHLDB2,ENSG00000144824.21
11250,PHLDB3,ENSG00000176531.10
11251,PHLPP1,ENSG00000081913.14
11252,PHLPP2,ENSG00000040199.18
11253,PHOSPHO1,ENSG00000173868.12
11254,PHOSPHO2,ENSG00000144362.12
11255,PHPT1,ENSG00000054148.18
11256,PHRF1,ENSG00000070047.13
11257,PHTF1,ENSG00000116793.16
11258,PHTF2,ENSG00000006576.16
11259,PHYH,ENSG00000107537.14
11260,PHYHD1,ENSG00000175287.19
11261,PHYHIP,ENSG00000168490.14
11262,PHYHIPL,ENSG00000165443.12
11263,PHYKPL,ENSG00000175309.15
11264,PI15,ENSG00000137558.9
11265,PI16,ENSG00000164530.15
11266,PI3,ENSG00000124102.5
11267,PI4K2A,ENSG00000155252.13
11268,PI4K2B,ENSG00000038210.14
11269,PI4KA,ENSG00000241973.11
11270,PI4KB,ENSG00000143393.17
11271,PIANP,ENSG00000139200.14
11272,PIAS1,ENSG00000033800.14
11273,PIAS2,ENSG00000078043.16
11274,PIAS3,ENSG00000131788.16
11275,PIAS4,ENSG00000105229.7
11276,PIBF1,ENSG00000083535.16
11277,PICALM,ENSG00000073921.18
11278,PICK1,ENSG00000100151.16
11279,PICSAR,ENSG00000275874.1
11280,PID1,ENSG00000153823.19
11281,PIDD1,ENSG00000177595.19
11282,PIEZO1,ENSG00000103335.22
11283,PIEZO2,ENSG00000154864.13
11284,PIF1,ENSG00000140451.13
11285,PIFO,ENSG00000173947.14
11286,PIGA,ENSG00000165195.16
11287,PIGB,ENSG00000069943.10
11288,PIGBOS1,ENSG00000225973.4
11289,PIGC,ENSG00000135845.10
11290,PIGF,ENSG00000151665.13
11291,PIGG,ENSG00000174227.16
11292,PIGH,ENSG00000100564.9
11293,PIGK,ENSG00000142892.15
11294,PIGL,ENSG00000108474.17
11295,PIGM,ENSG00000143315.8
11296,PIGN,ENSG00000197563.11
11297,PIGO,ENSG00000165282.14
11298,PIGP,ENSG00000185808.14
11299,PIGQ,ENSG00000007541.17
11300,PIGR,ENSG00000162896.6
11301,PIGS,ENSG00000087111.21
11302,PIGT,ENSG00000124155.18
11303,PIGU,ENSG00000101464.11
11304,PIGV,ENSG00000060642.11
11305,PIGW,ENSG00000277161.2
11306,PIGX,ENSG00000163964.18
11307,PIGZ,ENSG00000119227.8
11308,PIH1D1,ENSG00000104872.11
11309,PIH1D2,ENSG00000150773.12
11310,PIK3AP1,ENSG00000155629.15
11311,PIK3C2A,ENSG00000011405.13
11312,PIK3C2B,ENSG00000133056.14
11313,PIK3C2G,ENSG00000139144.11
11314,PIK3C3,ENSG00000078142.13
11315,PIK3CA,ENSG00000121879.6
11316,PIK3CB,ENSG00000051382.9
11317,PIK3CD,ENSG00000171608.16
11318,PIK3CD-AS1,ENSG00000179840.5
11319,PIK3CD-AS2,ENSG00000231789.2
11320,PIK3CG,ENSG00000105851.11
11321,PIK3IP1,ENSG00000100100.13
11322,PIK3IP1-DT,ENSG00000228839.5
11323,PIK3R1,ENSG00000145675.15
11324,PIK3R2,ENSG00000105647.19
11325,PIK3R3,ENSG00000117461.15
11326,PIK3R4,ENSG00000196455.8
11327,PIK3R5,ENSG00000141506.15
11328,PIK3R6,ENSG00000276231.5
11329,PIKFYVE,ENSG00000115020.17
11330,PILRA,ENSG00000085514.16
11331,PILRB,ENSG00000121716.20
11332,PIM1,ENSG00000137193.14
11333,PIM2,ENSG00000102096.9
11334,PIM3,ENSG00000198355.5
11335,PIMREG,ENSG00000129195.16
11336,PIN1,ENSG00000127445.14
11337,PIN4,ENSG00000102309.15
11338,PINK1,ENSG00000158828.8
11339,PINK1-AS,ENSG00000117242.7
11340,PINLYP,ENSG00000234465.11
11342,PINX1,ENSG00000254093.9
11343,PIP,ENSG00000159763.4
11344,PIP4K2A,ENSG00000150867.14
11345,PIP4K2B,ENSG00000276293.5
11346,PIP4K2C,ENSG00000166908.18
11347,PIP4P1,ENSG00000165782.11
11348,PIP4P2,ENSG00000155099.8
11349,PIP5K1A,ENSG00000143398.20
11350,PIP5K1B,ENSG00000107242.20
11351,PIP5K1C,ENSG00000186111.11
11352,PIP5KL1,ENSG00000167103.12
11353,PIPOX,ENSG00000179761.12
11354,PIR,ENSG00000087842.11
11355,PISD,ENSG00000241878.11
11356,PITHD1,ENSG00000057757.10
11357,PITPNA,ENSG00000174238.15
11358,PITPNA-AS1,ENSG00000236618.2
11359,PITPNB,ENSG00000180957.18
11360,PITPNC1,ENSG00000154217.15
11361,PITPNM1,ENSG00000110697.13
11362,PITPNM2,ENSG00000090975.14
11363,PITPNM3,ENSG00000091622.16
11364,PITRM1,ENSG00000107959.17
11365,PITRM1-AS1,ENSG00000237399.7
11366,PITX1,ENSG00000069011.16
11367,PITX1-AS1,ENSG00000224186
11368,PITX2,ENSG00000164093.17
11369,PIWIL1,ENSG00000125207.7
11370,PIWIL2,ENSG00000197181.12
11371,PIWIL4,ENSG00000134627.12
11372,PJA1,ENSG00000181191.12
11373,PJA2,ENSG00000198961.10
11374,PJVK,ENSG00000204311.15
11375,PKD1,ENSG00000008710.20
11376,PKD1L1,ENSG00000158683.9
11377,PKD1L3,ENSG00000277481.2
11378,PKD2,ENSG00000118762.8
11379,PKD2L1,ENSG00000107593.17
11380,PKD2L2,ENSG00000078795.17
11381,PKDCC,ENSG00000162878.13
11382,PKDREJ,ENSG00000130943.7
11383,PKHD1,ENSG00000170927.15
11384,PKHD1L1,ENSG00000205038.12
11385,PKIA,ENSG00000171033.13
11386,PKIA-AS1,ENSG00000254266.6
11387,PKIB,ENSG00000135549.15
11388,PKIG,ENSG00000168734.14
11389,PKM,ENSG00000067225.19
11390,PKMYT1,ENSG00000127564.17
11391,PKN1,ENSG00000123143.13
11392,PKN2,ENSG00000065243.20
11393,PKN2-AS1,ENSG00000237505.8
11394,PKN3,ENSG00000160447.7
11395,PKNOX1,ENSG00000160199.15
11396,PKNOX2,ENSG00000165495.16
11397,PKP1,ENSG00000081277.13
11398,PKP2,ENSG00000057294.16
11399,PKP3,ENSG00000184363.10
11400,PKP4,ENSG00000144283.22
11401,PLA1A,ENSG00000144837.9
11402,PLA2G10,ENSG00000069764.10
11403,PLA2G12A,ENSG00000123739.11
11404,PLA2G12B,ENSG00000138308.6
11405,PLA2G15,ENSG00000103066.13
11406,PLA2G1B,ENSG00000170890.14
11407,PLA2G2A,ENSG00000188257.12
11408,PLA2G2C,ENSG00000187980.7
11409,PLA2G2D,ENSG00000117215.15
11410,PLA2G3,ENSG00000100078.4
11411,PLA2G4A,ENSG00000116711.10
11412,PLA2G4C,ENSG00000105499.14
11413,PLA2G4D,ENSG00000159337.7
11414,PLA2G4E,ENSG00000188089.13
11415,PLA2G4E-AS1,ENSG00000246740.2
11416,PLA2G4F,ENSG00000168907.13
11417,PLA2G5,ENSG00000127472.11
11418,PLA2G6,ENSG00000184381.20
11419,PLA2G7,ENSG00000146070.17
11420,PLA2R1,ENSG00000153246.13
11421,PLAA,ENSG00000137055.15
11422,PLAAT1,ENSG00000127252.7
11423,PLAAT2,ENSG00000133328.4
11424,PLAAT3,ENSG00000176485.13
11425,PLAAT4,ENSG00000133321.11
11426,PLAAT5,ENSG00000168004.10
11427,PLAC1,ENSG00000170965.10
11428,PLAC8,ENSG00000145287.11
11429,PLAC8L1,ENSG00000173261.9
11430,PLAC9,ENSG00000189129.14
11431,PLAG1,ENSG00000181690.8
11432,PLAGL1,ENSG00000118495.20
11433,PLAGL2,ENSG00000126003.7
11434,PLAT,ENSG00000104368.19
11435,PLAU,ENSG00000122861.16
11436,PLAUR,ENSG00000011422.12
11437,PLB1,ENSG00000163803.13
11438,PLBD1,ENSG00000121316.11
11439,PLBD1-AS1,ENSG00000256751.6
11440,PLBD2,ENSG00000151176.8
11441,PLCB1,ENSG00000182621.18
11442,PLCB2,ENSG00000137841.12
11443,PLCB3,ENSG00000149782.13
11444,PLCB4,ENSG00000101333.18
11445,PLCD1,ENSG00000187091.14
11446,PLCD3,ENSG00000161714.12
11447,PLCD4,ENSG00000115556.14
11448,PLCE1,ENSG00000138193.16
11449,PLCG1,ENSG00000124181.14
11450,PLCG2,ENSG00000197943.10
11451,PLCH1,ENSG00000114805.18
11452,PLCH2,ENSG00000149527.18
11453,PLCL1,ENSG00000115896.16
11454,PLCL2,ENSG00000154822.18
11455,PLCXD1,ENSG00000182378.15
11456,PLCXD1,ENSG00000182378.15_PAR_Y
11457,PLCXD2,ENSG00000240891.8
11458,PLCXD3,ENSG00000182836.10
11459,PLD1,ENSG00000075651.16
11460,PLD2,ENSG00000129219.14
11461,PLD3,ENSG00000105223.20
11462,PLD4,ENSG00000166428.14
11463,PLD5,ENSG00000180287.17
11464,PLD6,ENSG00000179598.6
11465,PLEC,ENSG00000178209.16
11466,PLEK,ENSG00000115956.10
11467,PLEK2,ENSG00000100558.9
11468,PLEKHA1,ENSG00000107679.14
11469,PLEKHA2,ENSG00000169499.15
11470,PLEKHA3,ENSG00000116095.11
11471,PLEKHA4,ENSG00000105559.12
11472,PLEKHA5,ENSG00000052126.15
11473,PLEKHA6,ENSG00000143850.16
11474,PLEKHA7,ENSG00000166689.16
11475,PLEKHA8,ENSG00000106086.20
11476,PLEKHB1,ENSG00000021300.14
11477,PLEKHB2,ENSG00000115762.16
11478,PLEKHD1,ENSG00000175985.10
11479,PLEKHF1,ENSG00000166289.6
11480,PLEKHF2,ENSG00000175895.4
11481,PLEKHG1,ENSG00000120278.16
11482,PLEKHG2,ENSG00000090924.15
11483,PLEKHG3,ENSG00000126822.18
11484,PLEKHG4,ENSG00000196155.13
11485,PLEKHG4B,ENSG00000153404.14
11486,PLEKHG5,ENSG00000171680.23
11487,PLEKHG6,ENSG00000008323.16
11488,PLEKHG7,ENSG00000187510.11
11489,PLEKHH1,ENSG00000054690.14
11490,PLEKHH2,ENSG00000152527.14
11491,PLEKHH3,ENSG00000068137.15
11492,PLEKHJ1,ENSG00000104886.12
11493,PLEKHM1,ENSG00000225190.11
11494,PLEKHM2,ENSG00000116786.13
11495,PLEKHM3,ENSG00000178385.15
11496,PLEKHN1,ENSG00000187583.11
11497,PLEKHO1,ENSG00000023902.14
11498,PLEKHO2,ENSG00000241839.10
11499,PLEKHS1,ENSG00000148735.15
11500,PLG,ENSG00000122194.19
11501,PLGLB1,ENSG00000183281.15
11502,PLGRKT,ENSG00000107020.10
11503,PLIN1,ENSG00000166819.12
11504,PLIN2,ENSG00000147872.10
11505,PLIN3,ENSG00000105355.9
11506,PLIN4,ENSG00000167676.4
11507,PLIN5,ENSG00000214456.8
11508,PLK1,ENSG00000166851.15
11509,PLK2,ENSG00000145632.15
11510,PLK3,ENSG00000173846.13
11511,PLK4,ENSG00000142731.11
11512,PLK5,ENSG00000185988.15
11513,PLLP,ENSG00000102934.10
11514,PLN,ENSG00000198523.6
11515,PLOD1,ENSG00000083444.17
11516,PLOD2,ENSG00000152952.12
11517,PLOD3,ENSG00000106397.12
11518,PLP2,ENSG00000102007.11
11519,PLPBP,ENSG00000147471.12
11520,PLPP1,ENSG00000067113.17
11521,PLPP2,ENSG00000141934.10
11522,PLPP3,ENSG00000162407.9
11523,PLPP4,ENSG00000203805.11
11524,PLPP5,ENSG00000147535.17
11525,PLPP6,ENSG00000205808.7
11526,PLPP7,ENSG00000160539.6
11527,PLPPR1,ENSG00000148123.15
11528,PLPPR2,ENSG00000105520.10
11529,PLPPR3,ENSG00000129951.19
11530,PLPPR4,ENSG00000117600.14
11531,PLPPR5,ENSG00000117598.13
11532,PLRG1,ENSG00000171566.12
11533,PLS1,ENSG00000120756.13
11534,PLS3,ENSG00000102024.18
11535,PLS3-AS1,ENSG00000271826.5
11536,PLSCR1,ENSG00000188313.13
11537,PLSCR2,ENSG00000163746.12
11538,PLSCR4,ENSG00000114698.15
11539,PLTP,ENSG00000100979.15
11540,PLVAP,ENSG00000130300.9
11541,PLXDC1,ENSG00000161381.14
11542,PLXDC2,ENSG00000120594.17
11543,PLXNA1,ENSG00000114554.12
11544,PLXNA2,ENSG00000076356.7
11545,PLXNA3,ENSG00000130827.6
11546,PLXNA4,ENSG00000221866.9
11547,PLXNB1,ENSG00000164050.13
11548,PLXNB2,ENSG00000196576.16
11549,PLXNC1,ENSG00000136040.9
11550,PLXND1,ENSG00000004399.13
11551,PM20D1,ENSG00000162877.13
11552,PM20D2,ENSG00000146281.6
11553,PMAIP1,ENSG00000141682.12
11554,PMCH,ENSG00000183395.5
11555,PMEL,ENSG00000185664.15
11556,PMEPA1,ENSG00000124225.16
11557,PMF1,ENSG00000160783.19
11558,PMFBP1,ENSG00000118557.16
11559,PML,ENSG00000140464.20
11560,PMM1,ENSG00000100417.12
11561,PMM2,ENSG00000140650.13
11562,PMP22,ENSG00000109099.16
11563,PMPCA,ENSG00000165688.12
11564,PMPCB,ENSG00000105819.14
11565,PMS1,ENSG00000064933.18
11566,PMS2,ENSG00000122512.16
11567,PMVK,ENSG00000163344.6
11568,PNCK,ENSG00000130822.16
11569,PNISR,ENSG00000132424.17
11570,PNKD,ENSG00000127838.14
11571,PNKP,ENSG00000039650.12
11572,PNLDC1,ENSG00000146453.13
11573,PNMA1,ENSG00000176903.5
11574,PNMA2,ENSG00000240694.9
11575,PNMA3,ENSG00000183837.10
11576,PNMA5,ENSG00000198883.12
11577,PNMA6A,ENSG00000235961.6
11578,PNMA8A,ENSG00000182013.18
11579,PNMA8B,ENSG00000204851.7
11580,PNMT,ENSG00000141744.4
11581,PNN,ENSG00000100941.9
11582,PNO1,ENSG00000115946.8
11583,PNOC,ENSG00000168081.9
11584,PNP,ENSG00000198805.12
11585,PNPLA1,ENSG00000180316.13
11586,PNPLA2,ENSG00000177666.17
11587,PNPLA3,ENSG00000100344.11
11588,PNPLA4,ENSG00000006757.12
11589,PNPLA6,ENSG00000032444.17
11590,PNPLA7,ENSG00000130653.16
11591,PNPLA8,ENSG00000135241.17
11592,PNPO,ENSG00000108439.11
11593,PNPT1,ENSG00000138035.15
11594,PNRC1,ENSG00000146278.11
11595,PNRC2,ENSG00000189266.13
11596,POC1A,ENSG00000164087.8
11597,POC1B,ENSG00000139323.14
11598,POC5,ENSG00000152359.15
11599,PODN,ENSG00000174348.14
11600,PODNL1,ENSG00000132000.14
11601,PODXL,ENSG00000128567.17
11602,PODXL2,ENSG00000114631.11
11603,POF1B,ENSG00000124429.18
11604,POFUT1,ENSG00000101346.14
11605,POFUT2,ENSG00000186866.17
11606,POGK,ENSG00000143157.12
11607,POGLUT1,ENSG00000163389.12
11608,POGLUT2,ENSG00000134901.13
11609,POGLUT3,ENSG00000178202.13
11610,POGZ,ENSG00000143442.22
11611,POLA1,ENSG00000101868.13
11612,POLA2,ENSG00000014138.9
11613,POLB,ENSG00000070501.12
11614,POLD1,ENSG00000062822.15
11615,POLD2,ENSG00000106628.12
11616,POLD3,ENSG00000077514.9
11617,POLD4,ENSG00000175482.9
11618,POLDIP2,ENSG00000004142.12
11619,POLDIP3,ENSG00000100227.18
11620,POLE,ENSG00000177084.18
11621,POLE2,ENSG00000100479.13
11622,POLE3,ENSG00000148229.13
11623,POLE4,ENSG00000115350.12
11624,POLG,ENSG00000140521.17
11625,POLG2,ENSG00000256525.8
11626,POLH,ENSG00000170734.12
11627,POLI,ENSG00000101751.11
11628,POLK,ENSG00000122008.15
11629,POLL,ENSG00000166169.17
11630,POLM,ENSG00000122678.17
11631,POLN,ENSG00000130997.16
11632,POLQ,ENSG00000051341.15
11633,POLR1A,ENSG00000068654.17
11634,POLR1B,ENSG00000125630.16
11635,POLR1C,ENSG00000171453.20
11636,POLR1D,ENSG00000186184.19
11637,POLR1E,ENSG00000137054.16
11638,POLR1F,ENSG00000105849.6
11639,POLR1G,ENSG00000117877.11
11640,POLR1H,ENSG00000066379.15
11641,POLR2A,ENSG00000181222.19
11642,POLR2B,ENSG00000047315.17
11643,POLR2C,ENSG00000102978.13
11644,POLR2D,ENSG00000144231.11
11645,POLR2E,ENSG00000099817.12
11646,POLR2F,ENSG00000100142.16
11647,POLR2G,ENSG00000168002.12
11648,POLR2H,ENSG00000163882.9
11649,POLR2I,ENSG00000105258.9
11650,POLR2J,ENSG00000005075.15
11651,POLR2J2,ENSG00000228049.7
11652,POLR2J3,ENSG00000168255.20
11654,POLR2K,ENSG00000147669.11
11655,POLR2L,ENSG00000177700.6
11656,POLR2M,ENSG00000255529.9
11657,POLR3A,ENSG00000148606.13
11658,POLR3B,ENSG00000013503.10
11659,POLR3C,ENSG00000186141.9
11660,POLR3D,ENSG00000168495.13
11661,POLR3E,ENSG00000058600.16
11662,POLR3F,ENSG00000132664.12
11663,POLR3G,ENSG00000113356.13
11664,POLR3GL,ENSG00000121851.13
11665,POLR3H,ENSG00000100413.17
11666,POLR3K,ENSG00000161980.6
11667,POLRMT,ENSG00000099821.14
11668,POM121,ENSG00000196313.12
11669,POM121C,ENSG00000272391.6
11670,POMC,ENSG00000115138.11
11671,POMGNT1,ENSG00000085998.14
11672,POMGNT2,ENSG00000144647.6
11673,POMK,ENSG00000185900.11
11674,POMP,ENSG00000132963.8
11675,POMT1,ENSG00000130714.19
11676,POMT2,ENSG00000009830.13
11677,POMZP3,ENSG00000146707.15
11678,PON1,ENSG00000005421.9
11679,PON2,ENSG00000105854.13
11680,PON3,ENSG00000105852.11
11681,POP1,ENSG00000104356.11
11682,POP4,ENSG00000105171.10
11683,POP5,ENSG00000167272.11
11684,POP7,ENSG00000172336.5
11685,POPDC2,ENSG00000121577.14
11686,POPDC3,ENSG00000132429.10
11687,POR,ENSG00000127948.16
11688,PORCN,ENSG00000102312.24
11689,POSTN,ENSG00000133110.15
11690,POT1,ENSG00000128513.16
11691,POT1-AS1,ENSG00000224897.8
11692,POTEE,ENSG00000188219.15
11693,POTEF,ENSG00000196604.13
11694,POU2AF1,ENSG00000110777.12
11695,POU2F1,ENSG00000143190.23
11696,POU2F2,ENSG00000028277.21
11697,POU2F3,ENSG00000137709.10
11698,POU3F1,ENSG00000185668.8
11699,POU3F2,ENSG00000184486.10
11700,POU4F1,ENSG00000152192.8
